,date,Continent,Country,new_cases,new_deaths
145,2020-05-24,Oceania,AUS,11.0,1.0
146,2020-05-25,Oceania,AUS,3.0,0.0
147,2020-05-26,Oceania,AUS,9.0,0.0
148,2020-05-27,Oceania,AUS,15.0,0.0
149,2020-05-28,Oceania,AUS,6.0,0.0
150,2020-05-29,Oceania,AUS,11.0,0.0
151,2020-05-30,Oceania,AUS,23.0,0.0
152,2020-05-31,Oceania,AUS,12.0,0.0
153,2020-06-01,Oceania,AUS,10.0,0.0
154,2020-06-02,Oceania,AUS,9.0,0.0
155,2020-06-03,Oceania,AUS,17.0,0.0
156,2020-06-04,Oceania,AUS,8.0,0.0
157,2020-06-05,Oceania,AUS,11.0,0.0
158,2020-06-06,Oceania,AUS,11.0,0.0
159,2020-06-07,Oceania,AUS,4.0,0.0
160,2020-06-08,Oceania,AUS,5.0,0.0
161,2020-06-09,Oceania,AUS,5.0,0.0
162,2020-06-10,Oceania,AUS,2.0,0.0
163,2020-06-11,Oceania,AUS,9.0,0.0
164,2020-06-12,Oceania,AUS,9.0,0.0
165,2020-06-13,Oceania,AUS,5.0,0.0
166,2020-06-14,Oceania,AUS,12.0,0.0
167,2020-06-15,Oceania,AUS,18.0,0.0
168,2020-06-16,Oceania,AUS,15.0,0.0
169,2020-06-17,Oceania,AUS,12.0,0.0
170,2020-06-18,Oceania,AUS,23.0,0.0
171,2020-06-19,Oceania,AUS,21.0,0.0
172,2020-06-20,Oceania,AUS,18.0,0.0
173,2020-06-21,Oceania,AUS,27.0,0.0
174,2020-06-22,Oceania,AUS,25.0,0.0
175,2020-06-23,Oceania,AUS,13.0,0.0
176,2020-06-24,Oceania,AUS,18.0,0.0
177,2020-06-25,Oceania,AUS,29.0,1.0
178,2020-06-26,Oceania,AUS,37.0,1.0
179,2020-06-27,Oceania,AUS,37.0,0.0
180,2020-06-28,Oceania,AUS,46.0,0.0
181,2020-06-29,Oceania,AUS,45.0,0.0
182,2020-06-30,Oceania,AUS,81.0,0.0
183,2020-07-01,Oceania,AUS,67.0,0.0
184,2020-07-02,Oceania,AUS,86.0,0.0
185,2020-07-03,Oceania,AUS,81.0,0.0
186,2020-07-04,Oceania,AUS,254.0,0.0
187,2020-07-05,Oceania,AUS,107.0,0.0
188,2020-07-06,Oceania,AUS,87.0,0.0
189,2020-07-07,Oceania,AUS,137.0,2.0
190,2020-07-08,Oceania,AUS,169.0,0.0
191,2020-07-09,Oceania,AUS,131.0,0.0
192,2020-07-10,Oceania,AUS,173.0,0.0
193,2020-07-11,Oceania,AUS,300.0,0.0
194,2020-07-12,Oceania,AUS,194.0,1.0
195,2020-07-13,Oceania,AUS,244.0,1.0
196,2020-07-14,Oceania,AUS,183.0,0.0
197,2020-07-15,Oceania,AUS,271.0,0.0
198,2020-07-16,Oceania,AUS,244.0,3.0
199,2020-07-17,Oceania,AUS,315.0,2.0
200,2020-07-18,Oceania,AUS,425.0,3.0
201,2020-07-19,Oceania,AUS,206.0,2.0
202,2020-07-20,Oceania,AUS,361.0,4.0
203,2020-07-21,Oceania,AUS,267.0,1.0
204,2020-07-22,Oceania,AUS,359.0,3.0
